,2017-11-06 00:00:00,2017-11-13 00:00:00,2017-11-20 00:00:00,2017-11-27 00:00:00,2017-12-04 00:00:00,2017-12-11 00:00:00,2017-12-18 00:00:00,2017-12-25 00:00:00,2018-01-01 00:00:00,2018-01-08 00:00:00,2018-01-15 00:00:00,2018-01-22 00:00:00,2018-01-29 00:00:00,2018-02-05 00:00:00,2018-02-12 00:00:00,2018-02-19 00:00:00,2018-02-26 00:00:00,2018-03-05 00:00:00,2018-03-12 00:00:00,2018-03-19 00:00:00,2018-03-26 00:00:00,2018-04-02 00:00:00,2018-04-09 00:00:00,2018-04-16 00:00:00,2018-04-23 00:00:00,2018-04-30 00:00:00,total
nearextremal,8.0,7,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,9.0,10.0,18
otocs,9.0,9,9.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,14.0,14.0,13.0,13.0,9.0,18
mssm,7.0,7,7.0,6.0,6.0,9.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0,7.0,7.0,9.0,9.0,8.0,7.0,9.0,11.0,18
klein,13.0,13,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,13.0,13.0,13.0,13.0,6.0,7.0,7.0,6.0,6.0,4.0,3.0,3.0,4.0,4.0,5.0,18
tensorial,6.0,6,6.0,8.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,12.0,10.0,10.0,10.0,12.0,13.0,12.0,13.0,14.0,14.0,14.0,12.0,18
approx,6.0,6,7.0,6.0,6.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,11.0,11.0,10.0,10.0,10.0,9.0,9.0,10.0,11.0,18
drgt,8.0,8,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,7.0,7.0,14.0,13.0,13.0,13.0,13.0,13.0,9.0,9.0,10.0,10.0,10.0,10.0,9.0,10.0,18
gws,8.0,8,8.0,7.0,7.0,7.0,7.0,9.0,10.0,10.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,7.0,10.0,18
cohomological,8.0,7,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,11.0,11.0,12.0,12.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,10.0,18
bekenstein,7.0,7,6.0,4.0,4.0,6.0,6.0,7.0,8.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,18
bjorken,6.0,8,10.0,10.0,10.0,11.0,11.0,11.0,13.0,13.0,13.0,14.0,12.0,12.0,11.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,13.0,13.0,18
fourfermion,11.0,11,11.0,11.0,11.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,11.0,14.0,10.0,10.0,10.0,11.0,10.0,10.0,8.0,8.0,8.0,9.0,7.0,18
groundstate,10.0,10,9.0,10.0,8.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,7.0,18
pathintegral,5.0,5,5.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,15.0,14.0,14.0,14.0,18
nonunitary,7.0,7,9.0,10.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,12.0,12.0,13.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,12.0,11.0,18
orientifold,13.0,13,14.0,15.0,16.0,16.0,16.0,14.0,14.0,13.0,13.0,10.0,10.0,10.0,10.0,9.0,9.0,8.0,6.0,6.0,4.0,4.0,6.0,6.0,6.0,5.0,18
rewritten,6.0,8,8.0,8.0,8.0,8.0,8.0,9.0,10.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,13.0,13.0,13.0,13.0,11.0,18
oscillons,6.0,9,9.0,9.0,12.0,15.0,15.0,15.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,12.0,12.0,12.0,14.0,14.0,14.0,12.0,12.0,12.0,18
dterm,10.0,10,10.0,10.0,10.0,10.0,9.0,12.0,12.0,8.0,8.0,10.0,10.0,10.0,9.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,18
yb,11.0,11,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,3.0,3.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,18
selfadjoint,10.0,11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,7.0,9.0,11.0,11.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,18
rmatrix,16.0,12,11.0,9.0,9.0,8.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,18
mathematica,11.0,12,9.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,10.0,10.0,9.0,9.0,9.0,10.0,11.0,9.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,18
postnewtonian,14.0,14,13.0,11.0,11.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,4.0,4.0,4.0,18
twoparticle,7.0,7,9.0,9.0,9.0,9.0,8.0,7.0,8.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,12.0,13.0,13.0,13.0,13.0,12.0,11.0,11.0,11.0,11.0,18
calogero,12.0,10,9.0,9.0,9.0,10.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,18
thedimensional,12.0,13,12.0,13.0,13.0,13.0,12.0,12.0,10.0,10.0,10.0,11.0,10.0,11.0,11.0,11.0,13.0,12.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,18
freezeout,8.0,8,8.0,8.0,8.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,18
broader,11.0,11,11.0,11.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,12.0,13.0,12.0,12.0,12.0,11.0,9.0,9.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,17
racah,1.0,1,2.0,3.0,5.0,5.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,16.0,17
ramond,5.0,5,5.0,5.0,5.0,3.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,12.0,12.0,11.0,12.0,17
nontrivially,9.0,9,9.0,9.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,5.0,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,7.0,8.0,17
thedeformed,5.0,5,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,9.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,11.0,12.0,17
maldacena,4.0,8,8.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,7.0,7.0,7.0,8.0,9.0,9.0,9.0,10.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,13.0,17
selfcontained,9.0,9,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,7.0,17
quasilocal,9.0,9,8.0,6.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,6.0,8.0,17
gibbonshawking,8.0,8,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,10.0,11.0,9.0,9.0,9.0,10.0,8.0,8.0,7.0,9.0,17
frobenius,11.0,11,12.0,12.0,10.0,10.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,17
thirdorder,8.0,8,8.0,12.0,12.0,12.0,11.0,12.0,13.0,13.0,12.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,9.0,17
boundstate,5.0,7,8.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,6.0,6.0,7.0,8.0,8.0,17
schwingerkeldysh,5.0,5,5.0,5.0,3.0,3.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,9.0,9.0,11.0,12.0,12.0,17
heavyion,6.0,6,6.0,6.0,6.0,5.0,6.0,6.0,8.0,7.0,7.0,8.0,7.0,7.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,9.0,10.0,10.0,17
bottomup,7.0,7,7.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,9.0,11.0,10.0,9.0,9.0,10.0,10.0,9.0,10.0,10.0,10.0,17
strongcoupling,6.0,5,5.0,5.0,5.0,5.0,9.0,10.0,8.0,8.0,8.0,9.0,9.0,10.0,12.0,11.0,12.0,12.0,12.0,12.0,11.0,11.0,10.0,11.0,11.0,11.0,17
mathbf,4.0,4,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,15.0,15.0,13.0,13.0,17
schr,8.0,9,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,10.0,11.0,11.0,11.0,12.0,14.0,14.0,14.0,10.0,17
selfgravitating,7.0,7,7.0,7.0,8.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,13.0,13.0,13.0,12.0,11.0,9.0,9.0,17
arxiv,9.0,9,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,5.0,5.0,5.0,6.0,6.0,6.0,8.0,7.0,6.0,7.0,7.0,6.0,9.0,9.0,8.0,8.0,17
eos,12.0,12,13.0,15.0,15.0,14.0,14.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,9.0,8.0,10.0,10.0,5.0,5.0,5.0,5.0,17
grassmannian,9.0,9,8.0,9.0,10.0,7.0,8.0,8.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,7.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,17
leadingorder,8.0,8,9.0,8.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,10.0,10.0,10.0,11.0,11.0,13.0,12.0,12.0,11.0,11.0,11.0,9.0,17
lqg,8.0,8,11.0,11.0,11.0,11.0,11.0,10.0,9.0,9.0,9.0,3.0,3.0,5.0,5.0,5.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,17
smarr,14.0,12,12.0,13.0,13.0,12.0,10.0,10.0,11.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,3.0,3.0,17
lv,14.0,14,14.0,14.0,14.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,17
fourloop,10.0,10,10.0,12.0,12.0,11.0,12.0,14.0,14.0,14.0,14.0,14.0,11.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,17
subluminal,6.0,6,6.0,6.0,6.0,6.0,6.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,15.0,14.0,14.0,14.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,17
quasitopological,13.0,13,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,15.0,15.0,15.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,4.0,17
iv,9.0,9,8.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,6.0,4.0,5.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,16
outoftimeorder,4.0,4,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,8.0,8.0,9.0,9.0,12.0,12.0,11.0,11.0,12.0,16
nekrasov,7.0,8,9.0,10.0,11.0,12.0,12.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,10.0,10.0,11.0,9.0,9.0,8.0,16
rmt,7.0,7,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,16
jt,3.0,3,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,8.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,13.0,16
selfaccelerating,5.0,7,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,10.0,16
gases,4.0,4,5.0,4.0,5.0,5.0,5.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,11.0,11.0,11.0,11.0,11.0,12.0,16
transseries,6.0,5,5.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,12.0,13.0,13.0,13.0,13.0,8.0,8.0,8.0,10.0,16
weaker,9.0,9,9.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,8.0,9.0,8.0,7.0,7.0,7.0,16
offdiagonal,3.0,4,4.0,5.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,12.0,13.0,16
wavelengths,5.0,6,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,11.0,11.0,11.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,11.0,12.0,16
lesssim,2.0,3,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,10.0,12.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,14.0,14.0,16
symmetrybreaking,7.0,6,5.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,7.0,8.0,7.0,7.0,9.0,9.0,16
nonbps,6.0,6,6.0,6.0,6.0,6.0,6.0,4.0,4.0,5.0,6.0,6.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,9.0,10.0,10.0,16
longwavelength,8.0,9,9.0,8.0,7.0,8.0,8.0,9.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,9.0,8.0,8.0,8.0,9.0,9.0,16
compton,8.0,10,9.0,9.0,9.0,9.0,6.0,6.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,8.0,16
ofdimensional,7.0,5,4.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,9.0,9.0,16
quarkonia,8.0,8,8.0,7.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,8.0,8.0,16
versa,5.0,5,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,10.0,10.0,16
finitesize,5.0,5,5.0,6.0,6.0,6.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,8.0,8.0,10.0,10.0,12.0,12.0,10.0,16
smallest,8.0,7,8.0,9.0,9.0,9.0,9.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,10.0,10.0,9.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,16
qgp,3.0,3,3.0,3.0,3.0,3.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,12.0,11.0,11.0,14.0,15.0,13.0,13.0,13.0,16
kms,6.0,6,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,7.0,7.0,7.0,8.0,8.0,7.0,4.0,6.0,6.0,6.0,6.0,6.0,10.0,10.0,10.0,10.0,16
spinless,10.0,10,10.0,10.0,9.0,9.0,8.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,9.0,9.0,8.0,8.0,7.0,8.0,9.0,9.0,8.0,7.0,7.0,16
superpotentials,10.0,10,10.0,10.0,10.0,11.0,12.0,12.0,12.0,13.0,13.0,13.0,11.0,11.0,11.0,10.0,11.0,12.0,12.0,11.0,8.0,9.0,9.0,8.0,6.0,6.0,16
abj,10.0,10,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,9.0,9.0,9.0,9.0,10.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,16
mordellweil,1.0,1,1.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,13.0,13.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16
sinhgordon,6.0,6,8.0,10.0,10.0,7.0,8.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,16
randallsundrum,8.0,8,7.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,7.0,7.0,7.0,16
snyder,1.0,4,4.0,7.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16
firewall,12.0,12,10.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,9.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,16
heavier,8.0,8,8.0,8.0,9.0,10.0,10.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,7.0,7.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,16
exceeds,10.0,10,12.0,12.0,11.0,11.0,11.0,11.0,9.0,9.0,9.0,9.0,9.0,8.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,5.0,5.0,16
waveform,9.0,9,8.0,10.0,9.0,9.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,10.0,12.0,13.0,13.0,13.0,13.0,11.0,11.0,11.0,11.0,11.0,11.0,16
meanfield,13.0,13,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,11.0,9.0,8.0,8.0,7.0,8.0,7.0,7.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,16
raritaschwinger,8.0,7,7.0,7.0,7.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,9.0,9.0,16
cy,8.0,8,11.0,11.0,8.0,8.0,4.0,4.0,4.0,4.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,16
generalise,12.0,12,13.0,13.0,12.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,9.0,9.0,8.0,8.0,7.0,7.0,5.0,16
timedependence,5.0,6,6.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,10.0,15
gb,12.0,12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,15
singletrace,7.0,7,7.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,5.0,5.0,7.0,5.0,7.0,15
cardy,7.0,7,7.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,15
schwarzschildde,6.0,7,7.0,5.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,8.0,9.0,9.0,15
pomeron,5.0,6,11.0,11.0,11.0,11.0,11.0,11.0,11.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,9.0,9.0,10.0,10.0,15
langevin,6.0,6,6.0,6.0,7.0,7.0,7.0,9.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,15
cv,6.0,6,6.0,6.0,6.0,6.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,12.0,12.0,11.0,7.0,7.0,9.0,9.0,15
axionlike,11.0,11,11.0,11.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,8.0,8.0,7.0,7.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,5.0,5.0,15
endpoints,7.0,7,6.0,6.0,6.0,7.0,7.0,8.0,9.0,11.0,10.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,15
verlinde,10.0,9,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,7.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0,15
einsteingaussbonnet,9.0,8,7.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,5.0,5.0,6.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,15
halfmaximal,10.0,10,10.0,10.0,10.0,10.0,10.0,10.0,8.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,3.0,5.0,5.0,5.0,15
lefthanded,7.0,8,9.0,9.0,9.0,8.0,10.0,10.0,10.0,10.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,15
dinger,8.0,9,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,8.0,15
parameterized,7.0,8,8.0,9.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,12.0,12.0,11.0,11.0,10.0,10.0,9.0,9.0,8.0,15
